Material Inventory Id,Material Inventory Name,Material Master ID,Total Quantity,Available Quantity,Reserved Quantity,Blocked Stock Quantity,Location,Division,Created Time,Material Code,Landed Cost,Bin Location,Bin Master ID
,,1-6B93-2,1,1,0,0,1-J31BMH,1-J30J21,01/03/2024 17:04,A0004209905,7968.44,1004-0415,
,,1-26EB-2,2,2,0,0,1-J31BMH,1-J30J21,11/07/2023 12:23,A0004212512,10764.62,1005-0191,
,,1-26EB-3,2,2,0,0,1-J31BMH,1-J30J21,22/07/2023 18:13,A0004230512,8825.58,1005-0191,
,,1-243I-1,1,1,0,0,1-J31BMH,1-J30J21,13/10/2020 13:16,A0004710000,1935.06,1005-0301,
,,1-2SH4-1,1,1,0,0,1-J31BMH,1-J30J21,02/11/2024 12:03,A0004920000,1640.30,FLOOR LWR 1,
,,1-3MEK-1,1,1,0,0,1-J31BMH,1-J30J21,02/11/2024 12:03,A0004920156,1336.62,FLOOR LWR 1,
,,1-5RM9-5,1,1,0,0,1-J31BMH,1-J30J21,14/09/2024 12:47,A0005003201,2895.22,1004-0191,
,,1-2BLM-1,1,1,0,0,1-J31BMH,1-J30J21,24/01/2022 16:43,A0005409002,8335.26,1004-0151,
,,1-35AF-373,2,2,0,0,1-J31BMH,1-J30J21,18/10/2024 12:14,A0005409508,514.75,1005-0385,
,,1-1PPR-1,5,5,0,0,1-J31BMH,1-J30J21,07/10/2024 12:06,A0005421251,313.60,1005-0363,
,,1-46GI-3,2,2,0,0,1-J31BMH,1-J30J21,15/06/2024 14:44,A0005425100,8095.83,1004-0151,
,,1-83IV-2,1,1,0,0,1-J31BMH,1-J30J21,06/08/2024 12:36,A0005428612,8095.83,1004-0251,
,,1-QF1-1,3,3,0,0,1-J31BMH,1-J30J21,05/07/2019 15:35,A0005461366,354.47,1005-0381,
,,1-701-1,1,1,0,0,1-J31BMH,1-J30J21,19/03/2018 12:28,A0005810004,58077.00,Tools Room,
,,1-2V44-2,2,2,0,0,1-J31BMH,1-J30J21,09/10/2021 12:34,A000583010712,1195.40,1005-0191,
,,1-2LR6-2,1,1,0,0,1-J31BMH,1-J30J21,03/10/2019 17:59,A0005832204,1074.14,9999-9999,
,,1-1X0J-1,1,1,0,0,1-J31BMH,1-J30J21,05/06/2019 17:22,A0005832812,6051.38,9999-9999,
,,1-26DQ-2,2,2,0,0,1-J31BMH,1-J30J21,26/07/2021 10:24,A0008103300,2999.92,1005-0211,
,,1-26DQ-3,1,1,0,0,1-J31BMH,1-J30J21,30/06/2021 12:12,A0008103400,8205.96,1005-0211,
,,1-2LNZ-1,1,1,0,0,1-J31BMH,1-J30J21,28/07/2021 15:55,A0008104100,7852.29,1003-0235,
,,1-2NQJ-2,1,1,0,0,1-J31BMH,1-J30J21,28/07/2022 17:42,A0008160200,11823.63,1005-0221,
,,1-XU5-69,2,2,0,0,1-J31BMH,1-J30J21,14/12/2021 12:58,A0008171016,6354.40,1003-0237,
,,1-4O2J-3,1,1,0,0,1-J31BMH,1-J30J21,05/09/2024 15:22,A0008205409,18249.31,9999-9999,
,,1-42TT-15,1,1,0,0,1-J31BMH,1-J30J21,20/01/2022 10:59,A0008206503,1376.65,1004-0151,
,,1-2B4I-1,1,1,0,0,1-J31BMH,1-J30J21,23/11/2021 15:49,A0008206651,1455.59,1005-0200,
,,1-A0ME-1,1,1,0,0,1-J31BMH,1-J30J21,30/10/2024 15:01,A0008208012,3114.89,1005-0307,
,,1-1C8C-6,1,1,0,0,1-J31BMH,1-J30J21,25/05/2015 12:24,A0008230245,246.27,1005-0343,
,,1-4W-35,8,8,0,0,1-J31BMH,1-J30J21,14/11/2024 13:01,A0008280388,1227.84,1005-0315,
,,1-5U-669,2,2,0,0,1-J31BMH,1-J30J21,24/09/2022 12:31,A0008320285,2240.77,1004-4191,
,,1-1TUF-3,1,1,0,0,1-J31BMH,1-J30J21,02/11/2024 11:47,A0009003101,19135.11,FLOOR LWR,
,,1-42TT-25,1,1,0,0,1-J31BMH,1-J30J21,28/10/2024 12:26,A0009006713,15236.70,FLOOR LWR 1,
,,1-2BBO-1,1,1,0,0,1-J31BMH,1-J30J21,25/06/2024 14:41,A0009051003,43537.77,1004-0231,
,,1-2LOH-10,1,1,0,0,1-J31BMH,1-J30J21,08/10/2024 14:48,A0009052102,6633.74,1005-0353,
,,1-20MP-1,1,1,0,0,1-J31BMH,1-J30J21,12/10/2023 18:26,A0009052701,5991.48,9999-9999,
,,1-4YRF-2,2,2,0,0,1-J31BMH,1-J30J21,12/11/2024 17:20,A0009053907,6633.74,1005-0353,
,,1-35AH-753,1,1,0,0,1-J31BMH,1-J30J21,07/09/2024 17:51,A0009054104,6633.74,1005-0353,
,,1-9-2884,1,1,0,0,1-J31BMH,1-J30J21,07/10/2024 12:24,A00090556049999,6604.26,1005-0363,
,,1-2G0K-7,1,1,0,0,1-J31BMH,1-J30J21,29/10/2021 14:40,A0009055800,6016.19,1004-0151,
,,1-1ZBP-2,1,1,0,0,1-J31BMH,1-J30J21,05/06/2019 17:21,A0009057200,6194.80,9999-9999,
,,1-9MRN-3,1,1,0,0,1-J31BMH,1-J30J21,02/11/2024 11:58,A0009058215,13043.32,FLOOR LWR,
,,1-8SAQ-422,1,1,0,0,1-J31BMH,1-J30J21,19/10/2024 14:31,A0009058413,6742.81,2004-0331,
,,1-9MRN-4,1,1,0,0,1-J31BMH,1-J30J21,02/11/2024 12:03,A0009059916,46970.48,FLOOR LWR 1,
,,1-QK0-2,1,1,0,0,1-J31BMH,1-J30J21,10/09/2021 11:47,A0009063800,4032.41,1005-0361,
,,1-1TUF-7,1,1,0,0,1-J31BMH,1-J30J21,19/10/2024 14:37,A0009067702,92158.36,FLOOR LWR 1,
,,1-DND-6,1,1,0,0,1-J31BMH,1-J30J21,06/08/2019 11:23,A000982310826,15202.76,2005-0491,
,,1-EZD-3,1,1,0,0,1-J31BMH,1-J30J21,05/06/2019 17:23,A000982320826,15732.55,2005-0491,
,,1-2M5U-1,4,4,0,0,1-J31BMH,1-J30J21,05/06/2019 17:21,A0009828223,1872.13,9999-9999,
,,1-2TQ5-5,1,1,0,0,1-J31BMH,1-J30J21,05/06/2019 17:22,A0009828323,1909.37,9999-9999,
,,1-8SAS-43,1,1,0,0,1-J31BMH,1-J30J21,11/07/2024 16:07,A000982960864,10760.74,FLOOR TABLE,
,,1-58-923,4,4,0,0,1-J31BMH,1-J30J21,13/11/2024 12:30,A0009831710,453.78,1004-0315,
,,1-58-924,80,80,0,0,1-J31BMH,1-J30J21,30/07/2024 18:13,A0009838910,10.38,1004-0305,
,,1-2G6J-3,7,7,0,0,1-J31BMH,1-J30J21,07/09/2024 14:46,A000986096211,678.01,1003-0213,
,,1-9H3X-3,12,12,0,0,1-J31BMH,1-J30J21,15/11/2024 15:14,A000986200016,302.93,FLOOR LWR 1,
,,1-26PJ-1,1,1,0,0,1-J31BMH,1-J30J21,17/07/2018 15:14,A0009864071,856.44,1004-0151,
,,1-2X0J-1,1,1,0,0,1-J31BMH,1-J30J21,31/07/2018 15:00,A000986407111,363.19,1004-0151,
,,1-6LDW-7,3,3,0,0,1-J31BMH,1-J30J21,29/07/2024 12:33,A000986467411,1377.30,1002-0201,
,,1-2O74-1,5,5,0,0,1-J31BMH,1-J30J21,06/03/2023 13:04,A0009865000,706.13,Showroom,
,,1-4YLR-1,2000,2000,0,0,1-J31BMH,1-J30J21,12/11/2024 10:50,A0009865601,0.79,1004-0300,
,,1-1WLK-2,1,1,0,0,1-J31BMH,1-J30J21,19/02/2020 11:00,A000989015210,2959.26,1004-0191,
,,1-88K7-91,19,19,0,0,1-J31BMH,1-J30J21,15/11/2024 15:14,A000989180809,932.40,1004-0111,
,,1-9PYM-2,21000,21000,0,0,1-J31BMH,1-J30J21,22/10/2024 18:25,A000989200411CDNI,0.74,1004-0191,
,,1-9PYM-3,31980,31980,0,0,1-J31BMH,1-J30J21,29/08/2024 16:18,A000989210411CDNI,0.71,9999-9999,
,,1-2U74-2,310,310,0,0,1-J31BMH,1-J30J21,09/04/2019 17:19,A0009893200,10.27,1004-0321,
,,1-95IZ-3,18500,18500,0,0,1-J31BMH,1-J30J21,25/10/2024 15:24,A000989340911ABAW,0.63,1004-0271,
,,1-66-756,23,23,0,0,1-J31BMH,1-J30J21,15/11/2018 15:35,A0009893660,169.58,1005-0345,
,,1-2G4W-6,800,800,0,0,1-J31BMH,1-J30J21,12/11/2024 17:00,A000989460009,3.18,1004-0151,
,,1-8D7E-802,3,3,0,0,1-J31BMH,1-J30J21,15/11/2024 16:50,A000989490511,6396.00,1005-0300,
,,1-9PYM-6,32100,32100,0,0,1-J31BMH,1-J30J21,15/11/2024 13:22,A000989540911CBDI,0.54,1004-0100,
,,1-9PYM-7,153500,153500,0,0,1-J31BMH,1-J30J21,14/11/2024 13:10,A000989540913CBDI,0.54,1004-0100,
,,1-9BOJ-3,8000,8000,0,0,1-J31BMH,1-J30J21,15/11/2024 15:14,A000989560509,1.86,1002-0221,
,,1-556N-2,2,2,0,0,1-J31BMH,1-J30J21,27/03/2024 16:25,A000989610609,1775.90,1003-0225,
,,1-5G-91,400,400,0,0,1-J31BMH,1-J30J21,05/06/2019 17:23,A000989635111,6.27,9999-9999,
,,1-8EVD-3,10000,10000,0,0,1-J31BMH,1-J30J21,19/10/2024 16:37,A000989650811FCCI,0.66,1005-0251,
,,1-9PYM-8,109100,109100,0,0,1-J31BMH,1-J30J21,15/11/2024 15:14,A000989730711CAEI,0.54,1005-0151,
,,1-9PYM-9,82700,82700,0,0,1-J31BMH,1-J30J21,15/11/2024 15:14,A000989730713CAEI,0.54,1005-0151,
,,1-6E5A-10,1000,1000,0,0,1-J31BMH,1-J30J21,13/11/2023 14:52,A000989880311,1.59,FLOOR LWR 1,
,,1-5K-442,1,1,0,0,1-J31BMH,1-J30J21,07/12/2015 14:16,A000989910310,1513.47,1004-0171,
,,1-2NHI-7,3,3,0,0,1-J31BMH,1-J30J21,24/11/2020 13:52,A000989980009,465.18,1005-0337,
,,1-56WL-1,6,6,0,0,1-J31BMH,1-J30J21,14/11/2023 12:45,A0009901707,433.77,1005-0327,
,,1-5B1W-3,4,4,0,0,1-J31BMH,1-J30J21,15/11/2023 14:37,A0009901807,398.09,1005-0327,
,,1-52RF-1,1,1,0,0,1-J31BMH,1-J30J21,07/09/2024 16:01,A0009901819,1549.52,FLOOR LWR 1,
,,1-664T-1,4,4,0,0,1-J31BMH,1-J30J21,20/06/2024 10:43,A0009902037,340.20,1005-0345,
,,1-2NQJ-7,4,4,0,0,1-J31BMH,1-J30J21,17/01/2018 11:28,A0009903008,109.43,1004-0191,
,,1-4NI1-1,8,8,0,0,1-J31BMH,1-J30J21,20/06/2024 10:43,A0009904518,517.83,1005-0327,
,,1-23YZ-1,2,2,0,0,1-J31BMH,1-J30J21,29/11/2023 14:28,A0009904662,69.78,1005-0333,
,,1-JFI-2,5,5,0,0,1-J31BMH,1-J30J21,30/09/2015 16:23,A0009904807,389.93,1005-0327,
,,1-35AD-1048,1,1,0,0,1-J31BMH,1-J30J21,02/11/2024 12:07,A0009904808,526.55,FLOOR LWR 1,
,,1-4NI1-2,2,2,0,0,1-J31BMH,1-J30J21,15/06/2024 16:30,A0009904818,1940.47,1005-0397,
,,1-9LQ0-1,1,1,0,0,1-J31BMH,1-J30J21,24/06/2024 13:27,A0009906239,61.06,1004-0231,
,,1-52YD-1,6,6,0,0,1-J31BMH,1-J30J21,07/09/2024 16:01,A0009907225,616.95,FLOOR LWR 1,
,,1-2IQ2-1,2,2,0,0,1-J31BMH,1-J30J21,22/05/2024 13:25,A0009907503,1487.67,FLOOR LWR,
,,1-33Q5-1,1,1,0,0,1-J31BMH,1-J30J21,28/04/2023 18:05,A0009909118,38.86,1005-0100,
,,1-5WKV-4,3,3,0,0,1-J31BMH,1-J30J21,10/02/2024 10:31,A000990930628,438.53,FLOOR LWR 1,
,,1-59GX-2,10,10,0,0,1-J31BMH,1-J30J21,22/10/2024 12:02,A0009909918,141.15,1005-0335,
,,1-8QJ3-1,81,81,0,0,1-J31BMH,1-J30J21,14/11/2024 16:30,A0009913604,171.02,1005-0381,
,,1-27U5-2,10,10,0,0,1-J31BMH,1-J30J21,20/06/2024 10:53,A0009914140,44.09,1005-0343,
,,1-11HC-1,9,9,0,0,1-J31BMH,1-J30J21,19/02/2022 16:33,A0009914795,148.98,1005-0333,
,,1-27OZ-2,5,5,0,0,1-J31BMH,1-J30J21,25/10/2022 15:53,A0009919440,71.25,FLOOR LWR,
,,1-2A2S-1,1,1,0,0,1-J31BMH,1-J30J21,23/09/2022 18:05,A0009946910,45.00,1005-0343,
,,1-3MEK-2,1,1,0,0,1-J31BMH,1-J30J21,02/11/2024 12:03,A0009955833,1266.33,FLOOR LWR,
,,1-1SNZ-2,1,1,0,0,1-J31BMH,1-J30J21,02/11/2024 12:03,A0009958902,2610.18,FLOOR LWR 1,
,,1-7IEF-1,1,1,0,0,1-J31BMH,1-J30J21,08/10/2024 14:48,A0009976709,546.38,FLOOR LWR 1,
,,1-8SAQ-836,2,2,0,0,1-J31BMH,1-J30J21,29/09/2023 11:43,A000998254264,193.49,FLOOR LWR 1,
,,1-1S8Y-2,2,2,0,0,1-J31BMH,1-J30J21,26/09/2024 10:57,A0009983685,210.70,1005-0365,
,,1-2FE1-3,2,2,0,0,1-J31BMH,1-J30J21,03/01/2017 15:50,A0009985585,60.27,1005-0321,
,,1-EUB-1,1,1,0,0,1-J31BMH,1-J30J21,19/12/2017 12:30,A0009986750,918.29,9999-9999,
,,1-1C8C-7,1,1,0,0,1-J31BMH,1-J30J21,25/05/2015 12:09,A0015459373,246.27,1005-0323,
,,1-1ILL-1,2,2,0,0,1-J31BMH,1-J30J21,11/11/2023 14:54,A0015466135,186.32,FLOOR LWR 1,
,,1-2CPG-6,2,2,0,0,1-J31BMH,1-J30J21,01/10/2024 13:04,A001982820826,27550.58,TABLE 1,
,,1-58-918,4,4,0,0,1-J31BMH,1-J30J21,16/11/2018 18:17,A0019835010,235.52,1004-0315,
,,1-66-488,2,2,0,0,1-J31BMH,1-J30J21,01/07/2022 15:59,A0019845729,52.34,FLOOR LWR 1,
,,1-5E-812,1,1,0,0,1-J31BMH,1-J30J21,05/06/2019 17:22,A0019863871,1151.44,9999-9999,
,,1-2U7U-19,1,1,0,0,1-J31BMH,1-J30J21,01/07/2022 16:06,A001986387109,320.37,Tools Room,
,,1-2NHI-8,1,1,0,0,1-J31BMH,1-J30J21,08/11/2019 14:41,A001986417109,567.03,1004-0291,
,,1-4S-798,1000,1000,0,0,1-J31BMH,1-J30J21,28/03/2016 11:47,A001989210310,1.50,1004-0191,
,,1-MHE-3,450,450,0,0,1-J31BMH,1-J30J21,17/12/2019 15:52,A001989330312,4.23,1004-0171,
,,1-5G-95,740,740,0,0,1-J31BMH,1-J30J21,05/06/2019 17:23,A0019894651,18.40,9999-9999,
,,1-QMN-4,9,9,0,0,1-J31BMH,1-J30J21,05/06/2019 17:22,A001989680313,1756.64,9999-9999,
,,1-2AET-2,350,350,0,0,1-J31BMH,1-J30J21,16/08/2024 17:02,A001989845109,44.52,1004-0151,
,,1-5UKF-12,12,12,0,0,1-J31BMH,1-J30J21,11/03/2024 16:46,A001989850313,1871.90,FLOOR LWR,
,,1-LQX-1,75,75,0,0,1-J31BMH,1-J30J21,01/12/2020 15:18,A0019898751,13.96,1005-0337,
,,1-2K8I-6,4,4,0,0,1-J31BMH,1-J30J21,05/11/2020 17:49,A001989945109,215.87,1005-0337,
,,1-23ZZ-8,2,2,0,0,1-J31BMH,1-J30J21,14/10/2024 15:57,A0019902607,255.42,FLOOR LWR,
,,1-JTC-1,1,1,0,0,1-J31BMH,1-J30J21,14/12/2015 16:46,A0019904203,681.19,1005-0377,
,,1-1QZP-1,2,2,0,0,1-J31BMH,1-J30J21,29/06/2022 16:26,A0019904856,119.74,1005-0325,
,,1-56-408,7,7,0,0,1-J31BMH,1-J30J21,24/10/2024 16:31,A0019906036,286.27,1005-0333,
,,1-FYR-1,3,3,0,0,1-J31BMH,1-J30J21,21/10/2024 16:20,A0019906550,260.10,Floor Lower,
,,1-64-863,1,1,0,0,1-J31BMH,1-J30J21,05/02/2018 16:04,A0019909522,663.74,1004-0100,
,,1-2RGV-1,8,8,0,0,1-J31BMH,1-J30J21,04/10/2024 15:45,A0019919771,242.47,1005-0341,
,,1-OOU-5,1,1,0,0,1-J31BMH,1-J30J21,28/12/2022 16:32,A001993869664,4311.20,1004-0301,
,,1-5KG-2,2,2,0,0,1-J31BMH,1-J30J21,21/10/2024 16:20,A0019977141,1367.93,9999-9999,
,,1-1NGW-2,1,1,0,0,1-J31BMH,1-J30J21,23/07/2024 17:24,A0019987301,32.25,FLOOR LWR,
,,1-KM5-2,1,1,0,0,1-J31BMH,1-J30J21,05/06/2019 17:22,A0025427419,1410.75,9999-9999,
,,1-M32-1,1,1,0,0,1-J31BMH,1-J30J21,29/08/2024 18:00,A0025427619,1781.71,9999-9999,
,,1-1MAW-90,1,1,0,0,1-J31BMH,1-J30J21,30/09/2023 15:09,A0025428819,1872.13,1004-0151,
,,1-25SS-1,8000,8000,0,0,1-J31BMH,1-J30J21,13/10/2020 12:42,A0029864271,2.31,1004-4151,
,,1-35AD-5275,3,3,0,0,1-J31BMH,1-J30J21,19/10/2024 11:53,A002986517112,829.27,1002-0175,
,,1-3SIU-3,2,2,0,0,1-J31BMH,1-J30J21,19/10/2024 11:53,A002986517113,1205.52,1004-0191,
,,1-28L7-5,5000,5000,0,0,1-J31BMH,1-J30J21,05/05/2017 17:39,A002989020309,4.96,1004-0171,
,,1-2W6F-3,1,1,0,0,1-J31BMH,1-J30J21,05/06/2019 17:22,A002989065109,1752.03,9999-9999,
,,1-2RIO-9,1,1,0,0,1-J31BMH,1-J30J21,05/06/2019 17:23,A002989075109,83.22,9999-9999,
,,1-29VE-2,14,14,0,0,1-J31BMH,1-J30J21,11/11/2024 17:35,A0029902017,880.23,1004-0325,
,,1-2XXB-1,2,2,0,0,1-J31BMH,1-J30J21,09/07/2018 16:31,A0029903654,782.14,1004-0191,
,,1-2CA8-1,6,6,0,0,1-J31BMH,1-J30J21,20/06/2024 10:43,A0029907254,196.87,1005-0345,
,,1-2EB6-2,20,20,0,0,1-J31BMH,1-J30J21,14/11/2024 13:25,A0029909503,167.32,10050100(Box),
,,1-2O4N-1,1,1,0,0,1-J31BMH,1-J30J21,29/03/2024 15:43,A0029934896,2716.60,1004-0311,
,,1-1TUF-10,2,2,0,0,1-J31BMH,1-J30J21,23/04/2024 18:37,A0029938996,3004.92,1004-0301,
,,1-23N4-1,5,5,0,0,1-J31BMH,1-J30J21,02/11/2024 12:07,A0029981701,79.30,1005-0325,
,,1-1MAW-98,1,1,0,0,1-J31BMH,1-J30J21,21/09/2024 11:37,A0035420819,922.50,1005-0385,
,,1-5C-310,1,1,0,0,1-J31BMH,1-J30J21,19/10/2022 15:22,A0035464240,1358.30,1005-0200,
,,1-4S-89,3,3,0,0,1-J31BMH,1-J30J21,05/06/2019 17:22,A0039895485,707.39,9999-9999,
,,1-35AF-2380,1,1,0,0,1-J31BMH,1-J30J21,02/11/2024 12:03,A0039950102,5334.38,FLOOR LWR 1,
,,1-1ZLE-1,1,1,0,0,1-J31BMH,1-J30J21,27/06/2022 11:55,A0039981450,88.50,1005-0200,
,,1-24JI-3,2,2,0,0,1-J31BMH,1-J30J21,05/06/2019 17:22,A004420802041,12704.41,9999-9999,
,,1-27Q8-8,2,2,0,0,1-J31BMH,1-J30J21,29/07/2019 17:07,A004420872041,9648.07,2004-0291,
,,1-5K-714,16,16,0,0,1-J31BMH,1-J30J21,19/10/2024 18:17,A0049941845,208.98,1005-0335,
,,1-54-660,9,9,0,0,1-J31BMH,1-J30J21,24/10/2024 16:31,A0049943145,171.78,1005-0333,
,,1-2F3A-3,1,1,0,0,1-J31BMH,1-J30J21,05/06/2019 17:22,A005420622010,6378.00,9999-9999,
,,1-29SF-2,2,2,0,0,1-J31BMH,1-J30J21,05/06/2019 17:22,A005420672041,11326.22,9999-9999,
,,1-2O7G-3,250,250,0,0,1-J31BMH,1-J30J21,05/06/2019 17:23,A005986021009,10.06,9999-9999,
,,1-ND7-1,56,56,0,0,1-J31BMH,1-J30J21,27/09/2021 15:30,A0059890971,85.00,1004-0151,
,,1-68-12,1400,1400,0,0,1-J31BMH,1-J30J21,19/03/2024 15:13,A0059891971,2.69,1004-0151,
,,1-28MY-3,6,6,0,0,1-J31BMH,1-J30J21,29/02/2020 16:54,A0059902050,162.57,1005-0313,
,,1-2HER-1,2,2,0,0,1-J31BMH,1-J30J21,02/09/2024 12:10,A0059904750,406.02,FLOOR LWR,
,,1-2AEZ-1,2,2,0,0,1-J31BMH,1-J30J21,31/07/2024 16:14,A0059905050,155.82,1005-0211,
,,1-29OQ-2,3,3,0,0,1-J31BMH,1-J30J21,28/06/2022 13:34,A0059909612,127.67,1005-5363,
,,1-2VUM-6,1,1,0,0,1-J31BMH,1-J30J21,05/06/2019 17:22,A006420012064,12165.66,2004-0321,
,,1-1SK1-2,2,2,0,0,1-J31BMH,1-J30J21,03/02/2015 16:54,A0064208020,7936.75,1005-0411,
,,1-2QS8-15,5,5,0,0,1-J31BMH,1-J30J21,05/06/2019 17:22,A006540508128,441.62,9999-9999,
,,1-1NN0-46,1,1,0,0,1-J31BMH,1-J30J21,05/06/2019 17:23,A0065429020,8335.26,9999-9999,
,,1-2I5U-2,1,1,0,0,1-J31BMH,1-J30J21,19/06/2019 13:20,A0065451201,103.20,1005-0385,
,,1-2SSW-13,1,1,0,0,1-J31BMH,1-J30J21,10/08/2018 11:19,A0065451501,103.20,1005-0385,
,,1-2IMW-2,1,1,0,0,1-J31BMH,1-J30J21,24/09/2016 15:19,A006989778510,731.94,1004-0100,
,,1-4S-802,25,25,0,0,1-J31BMH,1-J30J21,18/10/2024 12:14,A006989848510,6.88,1005-5347,
,,1-2NQJ-62,1,1,0,0,1-J31BMH,1-J30J21,03/10/2024 17:47,A0069901000,678.81,1005-0311,
,,1-5W-847,2,2,0,0,1-J31BMH,1-J30J21,21/09/2019 11:49,A0069971990,214.11,1005-0231,
,,1-4T2N-2,2,2,0,0,1-J31BMH,1-J30J21,06/08/2022 16:54,A007420672064,9428.44,1005-0431,
,,1-1-2358,1,1,0,0,1-J31BMH,1-J30J21,05/06/2019 17:22,A0074206920,13903.51,9999-9999,
,,1-24K0-4,1,1,0,0,1-J31BMH,1-J30J21,31/05/2023 11:10,A0074209420,7616.16,1005-0415,
