"Material Inventory Id","Material Inventory Name","Material Master ID","Total Quantity","Available Quantity","Reserved Quantity","Blocked Stock Quantity","Location","Division","Created Time","Material Code","Landed Cost","Bin Location","Bin Master ID"
"1-TM-INVENTORY-25","TM-INIT-A0004207103","1-5X8N-1","2","2","0","0","1-J31BMH","1-J30J21","12/11/2024 17:20","A0004207103","13267.47","1005-0495","1-TM-BIN_MASTER-168"
"1-TM-INVENTORY-26","TM-INIT-A0004207303","1-67A9-1","1","1","0","0","1-J31BMH","1-J30J21","12/11/2024 17:02","A0004207303","16405.62","1005-0485","1-TM-BIN_MASTER-167"
"1-TM-INVENTORY-27","TM-INIT-A0004207405","1-6B93-1","1","1","0","0","1-J31BMH","1-J30J21","27/02/2024 12:46","A0004207405","12472.99","1005-0445","1-TM-BIN_MASTER-161"
"1-TM-INVENTORY-28","TM-INIT-A0004207803","1-5UKF-2","3","3","0","0","1-J31BMH","1-J30J21","02/11/2024 12:07","A0004207803","9211.76","1004-0445","1-TM-BIN_MASTER-90"
"1-TM-INVENTORY-29","TM-INIT-A0004208103","1-70ZC-1","1","1","0","0","1-J31BMH","1-J30J21","10/07/2024 16:05","A0004208103","10760.94","1005-0425","1-TM-BIN_MASTER-157"
"1-TM-INVENTORY-30","TM-INIT-A0004208104","1-644I-2","2","2","0","0","1-J31BMH","1-J30J21","12/11/2024 17:20","A0004208104","14111.34","1005-0451","1-TM-BIN_MASTER-162"
"1-TM-INVENTORY-31","TM-INIT-A0004208503","1-5ZV6-3","3","3","0","0","1-J31BMH","1-J30J21","02/11/2024 12:07","A0004208503","10760.94","1005-0425","1-TM-BIN_MASTER-157"
"1-TM-INVENTORY-32","TM-INIT-A0004208703","1-63IO-3","1","1","0","0","1-J31BMH","1-J30J21","20/07/2024 16:43","A0004208703","9211.76","1005-0445","1-TM-BIN_MASTER-161"
"1-TM-INVENTORY-33","TM-INIT-A0004208704","1-6DJD-1","3","3","0","0","1-J31BMH","1-J30J21","28/10/2024 12:34","A0004208704","15468.16","1005-0461","1-TM-BIN_MASTER-163"
"1-TM-INVENTORY-34","TM-INIT-A0004208804","1-6MVB-1","2","2","0","0","1-J31BMH","1-J30J21","28/10/2024 15:14","A0004208804","15449.73","1005-0441","1-TM-BIN_MASTER-160"
"1-TM-INVENTORY-35","TM-INIT-A0004208904","1-6H9K-5","3","3","0","0","1-J31BMH","1-J30J21","01/08/2024 14:33","A0004208904","9428.44","1005-0431","1-TM-BIN_MASTER-158"
"1-TM-INVENTORY-36","TM-INIT-A0004209004","1-6MQT-1","3","3","0","0","1-J31BMH","1-J30J21","01/08/2024 14:33","A0004209004","10742.51","1005-0431","1-TM-BIN_MASTER-158"
"1-TM-INVENTORY-37","TM-INIT-A0004209103","1-6DUJ-1","5","5","0","0","1-J31BMH","1-J30J21","01/08/2024 14:33","A0004209103","11413.18","1005-0411","1-TM-BIN_MASTER-154"
"1-TM-INVENTORY-38","TM-INIT-A0004209203","1-5XCB-6","2","2","0","0","1-J31BMH","1-J30J21","15/11/2024 13:25","A0004209203","9701.13","1005-0421","1-TM-BIN_MASTER-156"
"1-TM-INVENTORY-39","TM-INIT-A0004209403","1-5UKF-3","3","3","0","0","1-J31BMH","1-J30J21","08/11/2024 16:36","A0004209403","8641.33","1005-0425","1-TM-BIN_MASTER-157"
"1-TM-INVENTORY-40","TM-INIT-A0004209503","1-66II-1","1","1","0","0","1-J31BMH","1-J30J21","21/05/2024 12:13","A0004209503","9048.89","1005-0400","1-TM-BIN_MASTER-151"
"1-TM-INVENTORY-41","TM-INIT-A0004209905","1-6B93-2","1","1","0","0","1-J31BMH","1-J30J21","01/03/2024 17:04","A0004209905","7968.44","1004-0415","1-TM-BIN_MASTER-89"
"1-TM-INVENTORY-42","TM-INIT-A0004212512","1-26EB-2","2","2","0","0","1-J31BMH","1-J30J21","11/07/2023 12:23","A0004212512","10764.62","1005-0191","1-TM-BIN_MASTER-101"
"1-TM-INVENTORY-43","TM-INIT-A0004230512","1-26EB-3","2","2","0","0","1-J31BMH","1-J30J21","22/07/2023 18:13","A0004230512","8825.58","1005-0191","1-TM-BIN_MASTER-101"
"1-TM-INVENTORY-44","TM-INIT-A0004710000","1-243I-1","1","1","0","0","1-J31BMH","1-J30J21","13/10/2020 13:16","A0004710000","1935.06","1005-0301","1-TM-BIN_MASTER-112"
"1-TM-INVENTORY-45","TM-INIT-A0004920000","1-2SH4-1","1","1","0","0","1-J31BMH","1-J30J21","02/11/2024 12:03","A0004920000","1640.30","FLOOR LWR 1","1-TM-BIN_MASTER-457"
"1-TM-INVENTORY-46","TM-INIT-A0004920156","1-3MEK-1","1","1","0","0","1-J31BMH","1-J30J21","02/11/2024 12:03","A0004920156","1336.62","FLOOR LWR 1","1-TM-BIN_MASTER-457"
"1-TM-INVENTORY-47","TM-INIT-A0005003201","1-5RM9-5","1","1","0","0","1-J31BMH","1-J30J21","14/09/2024 12:47","A0005003201","2895.22","1004-0191","1-TM-BIN_MASTER-59"
"1-TM-INVENTORY-48","TM-INIT-A0005409002","1-2BLM-1","1","1","0","0","1-J31BMH","1-J30J21","24/01/2022 16:43","A0005409002","8335.26","1004-0151","1-TM-BIN_MASTER-57"
"1-TM-INVENTORY-49","TM-INIT-A0005409508","1-35AF-373","2","2","0","0","1-J31BMH","1-J30J21","18/10/2024 12:14","A0005409508","514.75","1005-0385","1-TM-BIN_MASTER-145"
"1-TM-INVENTORY-50","TM-INIT-A0005421251","1-1PPR-1","5","5","0","0","1-J31BMH","1-J30J21","07/10/2024 12:06","A0005421251","313.60","1005-0363","1-TM-BIN_MASTER-137"
"1-TM-INVENTORY-51","TM-INIT-A0005425100","1-46GI-3","2","2","0","0","1-J31BMH","1-J30J21","15/06/2024 14:44","A0005425100","8095.83","1004-0151","1-TM-BIN_MASTER-57"
"1-TM-INVENTORY-52","TM-INIT-A0005428612","1-83IV-2","1","1","0","0","1-J31BMH","1-J30J21","06/08/2024 12:36","A0005428612","8095.83","1004-0251","1-TM-BIN_MASTER-64"
"1-TM-INVENTORY-53","TM-INIT-A0005461366","1-QF1-1","3","3","0","0","1-J31BMH","1-J30J21","05/07/2019 15:35","A0005461366","354.47","1005-0381","1-TM-BIN_MASTER-143"
"1-TM-INVENTORY-54","TM-INIT-A0005810004","1-701-1","1","1","0","0","1-J31BMH","1-J30J21","19/03/2018 12:28","A0005810004","58077.00","Tools Room","1-TM-BIN_MASTER-472"
"1-TM-INVENTORY-55","TM-INIT-A000583010712","1-2V44-2","2","2","0","0","1-J31BMH","1-J30J21","09/10/2021 12:34","A000583010712","1195.40","1005-0191","1-TM-BIN_MASTER-101"
"1-TM-INVENTORY-56","TM-INIT-A0005832204","1-2LR6-2","1","1","0","0","1-J31BMH","1-J30J21","03/10/2019 17:59","A0005832204","1074.14","9999-9999","1-TM-BIN_MASTER-447"
"1-TM-INVENTORY-57","TM-INIT-A0005832812","1-1X0J-1","1","1","0","0","1-J31BMH","1-J30J21","05/06/2019 17:22","A0005832812","6051.38","9999-9999","1-TM-BIN_MASTER-447"
"1-TM-INVENTORY-58","TM-INIT-A0008103300","1-26DQ-2","2","2","0","0","1-J31BMH","1-J30J21","26/07/2021 10:24","A0008103300","2999.92","1005-0211","1-TM-BIN_MASTER-104"
"1-TM-INVENTORY-59","TM-INIT-A0008103400","1-26DQ-3","1","1","0","0","1-J31BMH","1-J30J21","30/06/2021 12:12","A0008103400","8205.96","1005-0211","1-TM-BIN_MASTER-104"
"1-TM-INVENTORY-60","TM-INIT-A0008104100","1-2LNZ-1","1","1","0","0","1-J31BMH","1-J30J21","28/07/2021 15:55","A0008104100","7852.29","1003-0235","1-TM-BIN_MASTER-48"
"1-TM-INVENTORY-61","TM-INIT-A0008160200","1-2NQJ-2","1","1","0","0","1-J31BMH","1-J30J21","28/07/2022 17:42","A0008160200","11823.63","1005-0221","1-TM-BIN_MASTER-106"
"1-TM-INVENTORY-62","TM-INIT-A0008171016","1-XU5-69","2","2","0","0","1-J31BMH","1-J30J21","14/12/2021 12:58","A0008171016","6354.40","1003-0237","1-TM-BIN_MASTER-49"
"1-TM-INVENTORY-63","TM-INIT-A0008205409","1-4O2J-3","1","1","0","0","1-J31BMH","1-J30J21","05/09/2024 15:22","A0008205409","18249.31","9999-9999","1-TM-BIN_MASTER-447"
"1-TM-INVENTORY-64","TM-INIT-A0008206503","1-42TT-15","1","1","0","0","1-J31BMH","1-J30J21","20/01/2022 10:59","A0008206503","1376.65","1004-0151","1-TM-BIN_MASTER-57"
"1-TM-INVENTORY-65","TM-INIT-A0008206651","1-2B4I-1","1","1","0","0","1-J31BMH","1-J30J21","23/11/2021 15:49","A0008206651","1455.59","1005-0200","1-TM-BIN_MASTER-102"
"1-TM-INVENTORY-66","TM-INIT-A0008208012","1-A0ME-1","1","1","0","0","1-J31BMH","1-J30J21","30/10/2024 15:01","A0008208012","3114.89","1005-0307","1-TM-BIN_MASTER-115"
"1-TM-INVENTORY-67","TM-INIT-A0008230245","1-1C8C-6","1","1","0","0","1-J31BMH","1-J30J21","25/05/2015 12:24","A0008230245","246.27","1005-0343","1-TM-BIN_MASTER-129"
"1-TM-INVENTORY-68","TM-INIT-A0008280388","1-4W-35","8","8","0","0","1-J31BMH","1-J30J21","14/11/2024 13:01","A0008280388","1227.84","1005-0315","1-TM-BIN_MASTER-118"
"1-TM-INVENTORY-69","TM-INIT-A0008320285","1-5U-669","2","2","0","0","1-J31BMH","1-J30J21","24/09/2022 12:31","A0008320285","2240.77","1004-4191","1-TM-BIN_MASTER-92"
"1-TM-INVENTORY-70","TM-INIT-A0009003101","1-1TUF-3","1","1","0","0","1-J31BMH","1-J30J21","02/11/2024 11:47","A0009003101","19135.11","FLOOR LWR","1-TM-BIN_MASTER-456"
"1-TM-INVENTORY-71","TM-INIT-A0009006713","1-42TT-25","1","1","0","0","1-J31BMH","1-J30J21","28/10/2024 12:26","A0009006713","15236.70","FLOOR LWR 1","1-TM-BIN_MASTER-457"
"1-TM-INVENTORY-72","TM-INIT-A0009051003","1-2BBO-1","1","1","0","0","1-J31BMH","1-J30J21","25/06/2024 14:41","A0009051003","43537.77","1004-0231","1-TM-BIN_MASTER-63"
"1-TM-INVENTORY-73","TM-INIT-A0009052102","1-2LOH-10","1","1","0","0","1-J31BMH","1-J30J21","08/10/2024 14:48","A0009052102","6633.74","1005-0353","1-TM-BIN_MASTER-133"
"1-TM-INVENTORY-74","TM-INIT-A0009052701","1-20MP-1","1","1","0","0","1-J31BMH","1-J30J21","12/10/2023 18:26","A0009052701","5991.48","9999-9999","1-TM-BIN_MASTER-447"
"1-TM-INVENTORY-75","TM-INIT-A0009053907","1-4YRF-2","2","2","0","0","1-J31BMH","1-J30J21","12/11/2024 17:20","A0009053907","6633.74","1005-0353","1-TM-BIN_MASTER-133"
"1-TM-INVENTORY-76","TM-INIT-A0009054104","1-35AH-753","1","1","0","0","1-J31BMH","1-J30J21","07/09/2024 17:51","A0009054104","6633.74","1005-0353","1-TM-BIN_MASTER-133"
"1-TM-INVENTORY-77","TM-INIT-A00090556049999","1-9-2884","1","1","0","0","1-J31BMH","1-J30J21","07/10/2024 12:24","A00090556049999","6604.26","1005-0363","1-TM-BIN_MASTER-137"
"1-TM-INVENTORY-78","TM-INIT-A0009055800","1-2G0K-7","1","1","0","0","1-J31BMH","1-J30J21","29/10/2021 14:40","A0009055800","6016.19","1004-0151","1-TM-BIN_MASTER-57"
"1-TM-INVENTORY-79","TM-INIT-A0009057200","1-1ZBP-2","1","1","0","0","1-J31BMH","1-J30J21","05/06/2019 17:21","A0009057200","6194.80","9999-9999","1-TM-BIN_MASTER-447"
"1-TM-INVENTORY-80","TM-INIT-A0009058215","1-9MRN-3","1","1","0","0","1-J31BMH","1-J30J21","02/11/2024 11:58","A0009058215","13043.32","FLOOR LWR","1-TM-BIN_MASTER-456"
"1-TM-INVENTORY-81","TM-INIT-A0009058413","1-8SAQ-422","1","1","0","0","1-J31BMH","1-J30J21","19/10/2024 14:31","A0009058413","6742.81","2004-0331","1-TM-BIN_MASTER-365"
"1-TM-INVENTORY-82","TM-INIT-A0009059916","1-9MRN-4","1","1","0","0","1-J31BMH","1-J30J21","02/11/2024 12:03","A0009059916","46970.48","FLOOR LWR 1","1-TM-BIN_MASTER-457"
"1-TM-INVENTORY-83","TM-INIT-A0009063800","1-QK0-2","1","1","0","0","1-J31BMH","1-J30J21","10/09/2021 11:47","A0009063800","4032.41","1005-0361","1-TM-BIN_MASTER-136"
"1-TM-INVENTORY-84","TM-INIT-A0009067702","1-1TUF-7","1","1","0","0","1-J31BMH","1-J30J21","19/10/2024 14:37","A0009067702","92158.36","FLOOR LWR 1","1-TM-BIN_MASTER-457"
"1-TM-INVENTORY-85","TM-INIT-A000982310826","1-DND-6","1","1","0","0","1-J31BMH","1-J30J21","06/08/2019 11:23","A000982310826","15202.76","2005-0491","1-TM-BIN_MASTER-427"
"1-TM-INVENTORY-86","TM-INIT-A000982320826","1-EZD-3","1","1","0","0","1-J31BMH","1-J30J21","05/06/2019 17:23","A000982320826","15732.55","2005-0491","1-TM-BIN_MASTER-427"
"1-TM-INVENTORY-87","TM-INIT-A0009828223","1-2M5U-1","4","4","0","0","1-J31BMH","1-J30J21","05/06/2019 17:21","A0009828223","1872.13","9999-9999","1-TM-BIN_MASTER-447"
"1-TM-INVENTORY-88","TM-INIT-A0009828323","1-2TQ5-5","1","1","0","0","1-J31BMH","1-J30J21","05/06/2019 17:22","A0009828323","1909.37","9999-9999","1-TM-BIN_MASTER-447"
"1-TM-INVENTORY-89","TM-INIT-A000982960864","1-8SAS-43","1","1","0","0","1-J31BMH","1-J30J21","11/07/2024 16:07","A000982960864","10760.74","FLOOR TABLE","1-TM-BIN_MASTER-459"
"1-TM-INVENTORY-90","TM-INIT-A0009831710","1-58-923","4","4","0","0","1-J31BMH","1-J30J21","13/11/2024 12:30","A0009831710","453.78","1004-0315","1-TM-BIN_MASTER-71"
"1-TM-INVENTORY-91","TM-INIT-A0009838910","1-58-924","80","80","0","0","1-J31BMH","1-J30J21","30/07/2024 18:13","A0009838910","10.38","1004-0305","1-TM-BIN_MASTER-69"
"1-TM-INVENTORY-92","TM-INIT-A000986096211","1-2G6J-3","7","7","0","0","1-J31BMH","1-J30J21","07/09/2024 14:46","A000986096211","678.01","1003-0213","1-TM-BIN_MASTER-41"
"1-TM-INVENTORY-93","TM-INIT-A000986200016","1-9H3X-3","12","12","0","0","1-J31BMH","1-J30J21","15/11/2024 15:14","A000986200016","302.93","FLOOR LWR 1","1-TM-BIN_MASTER-457"
"1-TM-INVENTORY-94","TM-INIT-A0009864071","1-26PJ-1","1","1","0","0","1-J31BMH","1-J30J21","17/07/2018 15:14","A0009864071","856.44","1004-0151","1-TM-BIN_MASTER-57"
"1-TM-INVENTORY-95","TM-INIT-A000986407111","1-2X0J-1","1","1","0","0","1-J31BMH","1-J30J21","31/07/2018 15:00","A000986407111","363.19","1004-0151","1-TM-BIN_MASTER-57"
"1-TM-INVENTORY-96","TM-INIT-A000986467411","1-6LDW-7","3","3","0","0","1-J31BMH","1-J30J21","29/07/2024 12:33","A000986467411","1377.30","1002-0201","1-TM-BIN_MASTER-29"
"1-TM-INVENTORY-97","TM-INIT-A0009865000","1-2O74-1","5","5","0","0","1-J31BMH","1-J30J21","06/03/2023 13:04","A0009865000","706.13","Showroom","1-TM-BIN_MASTER-469"
"1-TM-INVENTORY-98","TM-INIT-A0009865601","1-4YLR-1","2000","2000","0","0","1-J31BMH","1-J30J21","12/11/2024 10:50","A0009865601","0.79","1004-0300","1-TM-BIN_MASTER-67"
"1-TM-INVENTORY-99","TM-INIT-A000989015210","1-1WLK-2","1","1","0","0","1-J31BMH","1-J30J21","19/02/2020 11:00","A000989015210","2959.26","1004-0191","1-TM-BIN_MASTER-59"
"1-TM-INVENTORY-100","TM-INIT-A000989180809","1-88K7-91","19","19","0","0","1-J31BMH","1-J30J21","15/11/2024 15:14","A000989180809","932.40","1004-0111","1-TM-BIN_MASTER-55"
"1-TM-INVENTORY-101","TM-INIT-A000989200411CDNI","1-9PYM-2","21000","21000","0","0","1-J31BMH","1-J30J21","22/10/2024 18:25","A000989200411CDNI","0.74","1004-0191","1-TM-BIN_MASTER-59"
"1-TM-INVENTORY-102","TM-INIT-A000989210411CDNI","1-9PYM-3","31980","31980","0","0","1-J31BMH","1-J30J21","29/08/2024 16:18","A000989210411CDNI","0.71","9999-9999","1-TM-BIN_MASTER-447"
"1-TM-INVENTORY-103","TM-INIT-A0009893200","1-2U74-2","310","310","0","0","1-J31BMH","1-J30J21","09/04/2019 17:19","A0009893200","10.27","1004-0321","1-TM-BIN_MASTER-73"
"1-TM-INVENTORY-104","TM-INIT-A000989340911ABAW","1-95IZ-3","18500","18500","0","0","1-J31BMH","1-J30J21","25/10/2024 15:24","A000989340911ABAW","0.63","1004-0271","1-TM-BIN_MASTER-65"
"1-TM-INVENTORY-105","TM-INIT-A0009893660","1-66-756","23","23","0","0","1-J31BMH","1-J30J21","15/11/2018 15:35","A0009893660","169.58","1005-0345","1-TM-BIN_MASTER-130"
"1-TM-INVENTORY-106","TM-INIT-A000989460009","1-2G4W-6","800","800","0","0","1-J31BMH","1-J30J21","12/11/2024 17:00","A000989460009","3.18","1004-0151","1-TM-BIN_MASTER-57"
"1-TM-INVENTORY-107","TM-INIT-A000989490511","1-8D7E-802","3","3","0","0","1-J31BMH","1-J30J21","15/11/2024 16:50","A000989490511","6396.00","1005-0300","1-TM-BIN_MASTER-111"
"1-TM-INVENTORY-108","TM-INIT-A000989540911CBDI","1-9PYM-6","32100","32100","0","0","1-J31BMH","1-J30J21","15/11/2024 13:22","A000989540911CBDI","0.54","1004-0100","1-TM-BIN_MASTER-54"
"1-TM-INVENTORY-109","TM-INIT-A000989540913CBDI","1-9PYM-7","153500","153500","0","0","1-J31BMH","1-J30J21","14/11/2024 13:10","A000989540913CBDI","0.54","1004-0100","1-TM-BIN_MASTER-54"
"1-TM-INVENTORY-110","TM-INIT-A000989560509","1-9BOJ-3","8000","8000","0","0","1-J31BMH","1-J30J21","15/11/2024 15:14","A000989560509","1.86","1002-0221","1-TM-BIN_MASTER-30"
"1-TM-INVENTORY-111","TM-INIT-A000989610609","1-556N-2","2","2","0","0","1-J31BMH","1-J30J21","27/03/2024 16:25","A000989610609","1775.90","1003-0225","1-TM-BIN_MASTER-45"
"1-TM-INVENTORY-112","TM-INIT-A000989635111","1-5G-91","400","400","0","0","1-J31BMH","1-J30J21","05/06/2019 17:23","A000989635111","6.27","9999-9999","1-TM-BIN_MASTER-447"
"1-TM-INVENTORY-113","TM-INIT-A000989650811FCCI","1-8EVD-3","10000","10000","0","0","1-J31BMH","1-J30J21","19/10/2024 16:37","A000989650811FCCI","0.66","1005-0251","1-TM-BIN_MASTER-108"
"1-TM-INVENTORY-114","TM-INIT-A000989730711CAEI","1-9PYM-8","109100","109100","0","0","1-J31BMH","1-J30J21","15/11/2024 15:14","A000989730711CAEI","0.54","1005-0151","1-TM-BIN_MASTER-100"
"1-TM-INVENTORY-115","TM-INIT-A000989730713CAEI","1-9PYM-9","82700","82700","0","0","1-J31BMH","1-J30J21","15/11/2024 15:14","A000989730713CAEI","0.54","1005-0151","1-TM-BIN_MASTER-100"
"1-TM-INVENTORY-116","TM-INIT-A000989880311","1-6E5A-10","1000","1000","0","0","1-J31BMH","1-J30J21","13/11/2023 14:52","A000989880311","1.59","FLOOR LWR 1","1-TM-BIN_MASTER-457"
"1-TM-INVENTORY-117","TM-INIT-A000989910310","1-5K-442","1","1","0","0","1-J31BMH","1-J30J21","07/12/2015 14:16","A000989910310","1513.47","1004-0171","1-TM-BIN_MASTER-58"
"1-TM-INVENTORY-118","TM-INIT-A000989980009","1-2NHI-7","3","3","0","0","1-J31BMH","1-J30J21","24/11/2020 13:52","A000989980009","465.18","1005-0337","1-TM-BIN_MASTER-127"
"1-TM-INVENTORY-119","TM-INIT-A0009901707","1-56WL-1","6","6","0","0","1-J31BMH","1-J30J21","14/11/2023 12:45","A0009901707","433.77","1005-0327","1-TM-BIN_MASTER-123"
"1-TM-INVENTORY-120","TM-INIT-A0009901807","1-5B1W-3","4","4","0","0","1-J31BMH","1-J30J21","15/11/2023 14:37","A0009901807","398.09","1005-0327","1-TM-BIN_MASTER-123"
"1-TM-INVENTORY-121","TM-INIT-A0009901819","1-52RF-1","1","1","0","0","1-J31BMH","1-J30J21","07/09/2024 16:01","A0009901819","1549.52","FLOOR LWR 1","1-TM-BIN_MASTER-457"
"1-TM-INVENTORY-122","TM-INIT-A0009902037","1-664T-1","4","4","0","0","1-J31BMH","1-J30J21","20/06/2024 10:43","A0009902037","340.20","1005-0345","1-TM-BIN_MASTER-130"
"1-TM-INVENTORY-123","TM-INIT-A0009903008","1-2NQJ-7","4","4","0","0","1-J31BMH","1-J30J21","17/01/2018 11:28","A0009903008","109.43","1004-0191","1-TM-BIN_MASTER-59"
"1-TM-INVENTORY-124","TM-INIT-A0009904518","1-4NI1-1","8","8","0","0","1-J31BMH","1-J30J21","20/06/2024 10:43","A0009904518","517.83","1005-0327","1-TM-BIN_MASTER-123"
"1-TM-INVENTORY-125","TM-INIT-A0009904662","1-23YZ-1","2","2","0","0","1-J31BMH","1-J30J21","29/11/2023 14:28","A0009904662","69.78","1005-0333","1-TM-BIN_MASTER-125"
"1-TM-INVENTORY-126","TM-INIT-A0009904807","1-JFI-2","5","5","0","0","1-J31BMH","1-J30J21","30/09/2015 16:23","A0009904807","389.93","1005-0327","1-TM-BIN_MASTER-123"
"1-TM-INVENTORY-127","TM-INIT-A0009904808","1-35AD-1048","1","1","0","0","1-J31BMH","1-J30J21","02/11/2024 12:07","A0009904808","526.55","FLOOR LWR 1","1-TM-BIN_MASTER-457"
"1-TM-INVENTORY-128","TM-INIT-A0009904818","1-4NI1-2","2","2","0","0","1-J31BMH","1-J30J21","15/06/2024 16:30","A0009904818","1940.47","1005-0397","1-TM-BIN_MASTER-150"
"1-TM-INVENTORY-129","TM-INIT-A0009906239","1-9LQ0-1","1","1","0","0","1-J31BMH","1-J30J21","24/06/2024 13:27","A0009906239","61.06","1004-0231","1-TM-BIN_MASTER-63"
"1-TM-INVENTORY-130","TM-INIT-A0009907225","1-52YD-1","6","6","0","0","1-J31BMH","1-J30J21","07/09/2024 16:01","A0009907225","616.95","FLOOR LWR 1","1-TM-BIN_MASTER-457"
